policy_id,customer_id,customer_name,cnic,city,phone,policy_type,insurance_company,coverage_amount,premium,start_date,end_date,status
POL-23477642,CUST-AD233865,Lateef Naeem,56869-3380425-1,Garhi Khairo,+923063281342,Commercial Property,AhsanTechCoding,680527,7300,2024-01-17,2026-09-06,Pending
POL-EFD50078,CUST-F2D0DEE4,Ihsaan Eshan,57344-5312030-7,Gujrat,+923310243685,Health,U Microfinance Bank,712097,9049,2025-03-14,2026-02-06,Active
POL-24A2C287,CUST-CC179EB1,Zimran Ghazzal,66816-5847498-6,Jaffarabad,+923188159619,Personal Accident,EFU Life,386624,2630,2024-02-17,2026-05-27,Expired
POL-27934DFB,CUST-82E64FFC,Saburah Qasif,94085-3576934-1,Kurram,+923385017924,Professional Indemnity,AhsanTechCoding,928259,7048,2024-03-22,2027-01-22,Pending
POL-4549ABC3,CUST-2D78AC01,Omran Nabeel,50208-2658661-9,Fateh Jang,+923498705039,Dental Insurance,Adamjee Insurance,681680,9215,2025-03-03,2027-01-16,Active
POL-2D4B5CAB,CUST-EBE42BA1,Wadi Latif,48470-2671896-5,Kallar Kahar,+923208782941,Crop Insurance,AhsanTechCoding,799514,7359,2025-02-04,2025-12-07,Expired
POL-0D81A9D2,CUST-B2507A3C,Sabiq Majeed,56294-2253154-1,Hazro,+923357967560,Boiler & Machinery,Adamjee Insurance,497789,4225,2025-03-31,2026-07-18,Expired
POL-A2942051,CUST-B72E3E51,Aaqil Saalim,66972-8038285-7,Larkana,+923000581326,Aviation Insurance,Adamjee Insurance,930184,3380,2023-07-30,2025-08-26,Active
POL-612E71D7,CUST-3577BD35,Badr Udeen Talib,19028-9848621-1,Hazro,+923487078834,Hospital Cash,Adamjee Insurance,961466,4509,2024-11-07,2026-04-02,Pending
POL-359A3D3F,CUST-B7D185C3,Iftikhaar Mahfuj,55033-1388459-6,Dera Bugti,+923429889951,Boiler & Machinery,Asim Financial Assurance,765138,3190,2025-05-16,2025-10-01,Pending
POL-BF96DE55,CUST-780AA860,Awamil Yasir,35930-6925925-3,Ahmadpur East,+923302982411,Personal Accident,U Microfinance Bank,217803,8479,2025-04-03,2027-05-06,Pending
POL-3172087C,CUST-B896DA15,Wadood Mahbeer,69372-1430448-2,Dera Allah Yar,+923412183541,Renters,EFU Life,330558,9624,2023-05-30,2027-02-09,Pending
POL-8AC32D16,CUST-60A5FC31,Ehsaas Talha,92567-2681632-4,Umerkot,+923107855062,Renters,Asim Financial Assurance,677579,9487,2024-10-31,2027-03-19,Active
POL-69FA46DD,CUST-3E0B616F,Umar Tali,86258-1272176-5,Jamshoro,+923330141088,Boiler & Machinery,Jubilee Insurance,247732,1133,2024-09-10,2026-12-15,Active
POL-E319C25F,CUST-2EAC2A25,Zaafir Saad,93325-9426587-8,Chiniot,+923335959860,Flood Insurance,TPL Insurance,379578,5292,2023-07-21,2025-10-19,Pending
POL-06409349,CUST-B771F45A,El-Amin Ghayoor,70232-8336061-7,Umerkot,+923164838678,Terrorism Insurance,Adamjee Insurance,950164,9299,2024-09-29,2026-12-02,Active
POL-A6C8115D,CUST-3E52D02A,Awlya Saabir,59030-7476115-7,Kandiaro,+923216865738,Income Protection,AhsanTechCoding,979855,7387,2024-02-10,2026-01-22,Expired
POL-E195C97B,CUST-6D2EB042,Aadil Qaim,50313-9364245-6,Dera Ismail Khan,+923368776984,Product Liability,AhsanTechCoding,373134,2921,2023-10-05,2026-05-19,Pending
POL-800B202C,CUST-F613A2AA,Qanit Daniel,55826-9354072-4,Bahawalpur,+923432005663,Auto,U Microfinance Bank,841319,5190,2024-10-27,2027-05-25,Expired
POL-7814BC11,CUST-BB1900B2,Aariz Iftikhaar,73042-4829985-2,Jamshoro,+923296403860,Identity Theft Insurance,AhsanTechCoding,187828,1881,2024-10-19,2027-01-22,Pending
POL-3E811810,CUST-E923F986,Mahfuj Yadid,35726-3797852-2,Hala,+923039028316,Spoilage Insurance,Adamjee Insurance,199825,1771,2023-06-16,2027-02-28,Pending
POL-924A3641,CUST-C3752664,Jaffer Karaamat,49284-6201426-7,Nowshera Virkan,+923320477328,Auto,AhsanTechCoding,487586,4076,2025-01-05,2026-12-14,Active
POL-A1E5FFE6,CUST-9D7BBDFD,Ubayd Aryan,13360-1012448-8,Sujawal,+923120481888,Event Cancellation,Adamjee Insurance,562973,4290,2023-09-07,2026-02-09,Pending
POL-7B1D15F4,CUST-F309DF73,Aasim Latif,85823-4959570-4,Shikarpur,+923463116019,Spoilage Insurance,AhsanTechCoding,222238,1005,2024-04-06,2026-06-20,Pending
POL-2AD6ECD7,CUST-93D0B9E5,Raatib Ubadah,71036-9713563-8,Kambar,+923348084792,Crop Insurance,EFU Life,911951,2896,2024-04-09,2025-10-13,Expired
POL-60E27D00,CUST-661A281E,Ibraheem Aamir,71581-2454332-3,Mirpur Khas,+923017393184,Professional Indemnity,U Microfinance Bank,304153,1099,2024-11-05,2026-02-18,Active
POL-67DF71EB,CUST-413D58B5,Aaqil Zaakir,30982-7506022-7,Muzaffargarh,+923176967421,Marine Cargo,U Microfinance Bank,416749,5063,2024-07-01,2027-04-05,Active
POL-20249175,CUST-22AD100E,Rafee Qasif,58588-9035439-8,Jamshoro,+923004495806,Vision Insurance,AhsanTechCoding,329371,9565,2024-12-13,2026-07-29,Pending
POL-2F9596CE,CUST-2BC4F3D1,Laith Ayyubi,29758-2093437-7,Kandiaro,+923423437255,Mortgage Insurance,Asim Financial Assurance,971557,2057,2025-01-11,2027-01-30,Pending
POL-AF12D99E,CUST-D0180888,Aasif Bambad,49329-9815482-2,Rajanpur,+923481897338,Pet Insurance,Jubilee Insurance,885499,1888,2024-02-05,2025-12-20,Active
POL-176B6FB9,CUST-5C102615,Nabeel Kaamil,58630-8067404-8,Ahmadpur East,+923230296118,Auto,Asim Financial Assurance,573068,1907,2023-09-07,2027-03-31,Pending
POL-A26E2A95,CUST-200ED2BB,Baha Batool,34652-4480893-6,Dera Bugti,+923240906510,Burglary,Jubilee Insurance,752758,1783,2023-12-03,2027-05-02,Pending
POL-D9064476,CUST-09C09B91,Jaafar Naail,45234-1508034-9,Lower Dir,+923407482608,Pet Insurance,EFU Life,472344,1931,2023-09-21,2027-04-17,Pending
POL-6EA018EA,CUST-46E90958,Rusul Rabiah,11583-1014837-9,Gojra,+923387130064,Critical Illness,Adamjee Insurance,574917,7650,2024-06-27,2025-08-21,Pending
POL-1C3B1266,CUST-64ADED4D,Tahseen Zaahid,33359-1250050-6,Kot Radha Kishan,+923194003848,Tenant Insurance,AhsanTechCoding,825076,2096,2024-06-12,2025-12-30,Active
POL-B03C5924,CUST-E7C3C763,Raashid Aryan,68411-1120869-5,Umerkot,+923477222945,Key Person Insurance,Adamjee Insurance,197885,5724,2023-10-04,2026-10-28,Expired
POL-D951A187,CUST-DA8FCAF5,Qay-yoom Taimur,81272-5712534-6,Jauharabad,+923145258095,Medical Malpractice,Adamjee Insurance,553761,7850,2024-03-20,2025-08-19,Active
POL-8C428DE8,CUST-26C61E6A,Wafeeq Wadood,31172-7493205-8,Burewala,+923362011273,Mobile Phone Insurance,EFU Life,548661,1205,2025-03-30,2025-06-11,Expired
POL-3E79652A,CUST-A700795B,Loot Aaaqil,54581-2586216-7,Khanewal,+923069989104,Commercial Property,Adamjee Insurance,444369,6677,2025-03-21,2026-10-12,Pending
POL-DDD542D1,CUST-2BACF51E,Naasir Zarar,83538-9078021-9,Shahdadkot,+923105267025,Legal Expense Insurance,Adamjee Insurance,644889,7161,2025-04-04,2027-04-12,Active
POL-F764F763,CUST-E25F583D,Qaadir Zaheer,14019-2037422-9,Orakzai,+923264826670,Product Liability,AhsanTechCoding,108407,5481,2023-12-15,2026-10-30,Active
POL-CEB5143D,CUST-484399E8,Rafi Raakin,52513-4269620-1,Jacobabad,+923214957738,Travel Medical,Jubilee Insurance,876694,7827,2023-12-10,2025-08-16,Expired
POL-B3F8B977,CUST-BA7BA77A,Zaheer Aabid,38017-4811719-5,Chiniot,+923195107986,Travel Medical,EFU Life,860970,6041,2024-03-02,2025-10-11,Active
POL-857A1FD8,CUST-1815D59C,Baaizeed Ubayd,66447-4669844-8,Fateh Jang,+923013166168,Critical Illness,Jubilee Insurance,619413,5104,2024-04-30,2026-07-16,Expired
POL-9E8D6D58,CUST-5BD9CA4B,Sair Qutaybah,92990-7716206-1,Larkana,+923327671075,Kidnap & Ransom,Jubilee Insurance,119671,9573,2023-06-05,2027-01-12,Active
POL-2400C3B7,CUST-476D70E2,Iesa Urrab,20512-6707268-2,Larkana,+923292853594,Mobile Phone Insurance,AhsanTechCoding,181647,6389,2024-12-18,2026-03-31,Pending
POL-D7E7FF0B,CUST-CA4D53A4,Saood Aadil,44884-5480785-9,Dargai,+923306256054,Flood Insurance,EFU Life,259321,2032,2024-07-14,2026-09-07,Active
POL-C97B558B,CUST-9AF186E0,Aaus Jad,47657-3564964-3,Haripur,+923109536973,Private Medical Insurance,Adamjee Insurance,398531,9597,2024-08-22,2027-01-07,Expired
POL-2AF3957A,CUST-27273238,Nafesa Zafar,44442-8816778-4,Haripur,+923252059987,Identity Theft Insurance,TPL Insurance,541202,4693,2023-11-18,2025-07-06,Expired
POL-E8282647,CUST-A5992B7A,Tahoor Ghauth,23683-3265037-2,Dera Murad Jamali,+923033053624,Spoilage Insurance,EFU Life,493440,3408,2023-09-09,2025-09-30,Active
POL-6BF9EFEF,CUST-18213982,Lutf Aarif,17621-6344218-5,Gujrat,+923163815355,Travel,TPL Insurance,902024,2399,2025-02-16,2026-04-30,Pending
POL-3D3C78D1,CUST-0754CE7A,Aarif Zafar,17179-5271058-3,Dera Allah Yar,+923363946995,Flood Insurance,TPL Insurance,522506,9373,2025-05-22,2026-07-09,Pending
POL-EC44977D,CUST-0B9C62EB,Attaf Ghasaan,47599-5865554-7,Gojra,+923448122047,Income Protection,Adamjee Insurance,173933,9355,2025-02-08,2026-10-20,Pending
POL-9820F1E9,CUST-59AAD341,Waahid Jabr,61168-8181929-1,Moro,+923268301865,Crop Insurance,Asim Financial Assurance,270707,7385,2025-04-26,2026-05-03,Pending
POL-ACC7FCC1,CUST-EFF89993,Saabir Sabur,11310-5887219-4,Lahore,+923132897210,Business Liability,Jubilee Insurance,752198,5683,2024-08-31,2025-09-01,Expired
POL-95F78AE3,CUST-AEDBE4E8,Jaabir Urrab,81494-4925994-3,Ubauro,+923208857119,Event Cancellation,Jubilee Insurance,907694,8763,2024-08-18,2025-10-24,Pending
POL-85E2A0F9,CUST-7CC41970,Badr Aamir,70012-2260920-7,Nawabshah,+923087317756,Professional Indemnity,EFU Life,683418,6361,2024-10-20,2025-10-22,Pending
POL-97107CF6,CUST-332A3E22,Qadar Saaqib,73615-4729293-3,Kohlu,+923371625683,Credit Life,TPL Insurance,526637,3118,2025-05-16,2026-02-08,Pending
POL-6B62E8D7,CUST-2C2B0905,Naib Qasif,60404-4654256-9,Harnai,+923312049426,Key Person Insurance,U Microfinance Bank,573920,8255,2024-06-08,2025-10-28,Expired
POL-E724F465,CUST-763CEA11,Yaman Sadan,29549-2563400-6,Talagang,+923408096466,Professional Indemnity,Adamjee Insurance,899915,1288,2024-02-01,2025-10-24,Expired
POL-3AA7E575,CUST-44C2A4A3,Urrab Sabah,25162-1169993-8,Mingora,+923049284118,Business Liability,Adamjee Insurance,599978,2382,2024-07-24,2026-05-26,Pending
POL-B0A8C541,CUST-A498F596,Yasaar Saad,80067-4678526-1,Bannu,+923391519633,Medical Malpractice,TPL Insurance,197995,4877,2024-09-19,2025-10-13,Pending
POL-46823BCD,CUST-17E1F6C4,Tahawwur Nabeel,45996-1802868-9,Kalat,+923290572167,Legal Expense Insurance,EFU Life,768477,8823,2024-07-28,2025-06-27,Active
POL-39305DFA,CUST-1540C29D,Jamaal Udeen Ibrahim,94957-7664785-3,Chaman,+923303183523,Terrorism Insurance,EFU Life,604254,1439,2024-03-04,2027-04-15,Expired
POL-C500B90F,CUST-84FFC446,Aalee Buraid,76450-8261780-3,Sujawal,+923166752975,Auto,Jubilee Insurance,502571,3763,2023-08-29,2026-04-11,Expired
POL-FA57D09F,CUST-594CDC36,Ubaydullah Rabar,49859-8288825-5,Jacobabad,+923420009280,Business Liability,Adamjee Insurance,797296,1526,2023-12-21,2026-09-12,Expired
POL-DC3ABEF7,CUST-F08DC3D2,Waheed Aadil,16265-9860482-6,Kurram,+923415177010,Crop Insurance,Jubilee Insurance,933262,6889,2023-06-08,2026-10-12,Pending
POL-8A8E24F6,CUST-6BF0EAD6,Azban Awamil,78785-3899621-5,Skardu,+923374505604,Pet Insurance,Asim Financial Assurance,950715,8417,2023-11-26,2027-01-14,Active
POL-D9F01622,CUST-1EC29C01,Karam Sadan,72877-3249769-9,Hafizabad,+923407749481,Crop Insurance,Asim Financial Assurance,914384,4983,2024-06-29,2027-05-24,Active
POL-1C1B1667,CUST-D273E4B9,Naadir Ejlaal,41409-4242930-8,Sadiqabad,+923443799781,Marine Cargo,AhsanTechCoding,813947,1747,2024-07-13,2027-05-14,Expired
POL-172FA3CF,CUST-73138183,Ihtesham Yaman,33992-3163987-2,Hasilpur,+923117056914,Hospital Cash,EFU Life,554977,4540,2025-01-15,2027-04-10,Active
POL-CF0A6CA1,CUST-D10E08BA,Cheragh Aatiq,50801-7039186-2,Mastung,+923070497576,Mortgage Insurance,U Microfinance Bank,909390,5707,2023-10-14,2025-10-23,Pending
POL-A0CE6A0F,CUST-573417DF,Kalbi Azban,65425-3564730-6,Kala Bagh,+923324479121,Income Protection,Adamjee Insurance,899481,8470,2023-09-13,2026-04-17,Active
POL-9BF85CF0,CUST-53FBFAC5,Yameen Man,35570-2056280-8,Wazirabad,+923171341328,Tenant Insurance,Jubilee Insurance,845238,3768,2024-10-24,2027-05-04,Active
POL-CD5C3A25,CUST-E76EC5DC,Zafar Maheen,11873-5480883-7,Tando Muhammad Khan,+923410199646,Disability,Adamjee Insurance,250650,7050,2024-12-23,2026-05-18,Active
POL-2CC80C31,CUST-F8522C63,Talal Wafeeq,18702-7802684-4,Rajanpur,+923282643586,Crop Insurance,TPL Insurance,702796,5342,2024-03-01,2025-10-09,Active
POL-6136A6DE,CUST-C3CFF0C3,Zahir Kaamil,14584-9470316-8,Mastung,+923453827804,Spoilage Insurance,Adamjee Insurance,121124,3643,2023-12-24,2025-12-26,Active
POL-C6158A6F,CUST-C4732BD1,Kawthar Talha,26836-9940796-7,Chakwal,+923275264972,Credit Life,Adamjee Insurance,796030,7791,2024-11-12,2027-01-12,Pending
POL-D2F79930,CUST-C9331840,Naib Sabiq,37164-3195409-4,Kot Addu,+923196474571,Personal Accident,AhsanTechCoding,251197,1133,2025-05-25,2025-12-23,Active
POL-FD2F2AED,CUST-CD59DF0B,Qamar Ubaydullah,50314-9623301-1,Pakpattan,+923486800661,Personal Accident,Adamjee Insurance,961720,3019,2024-08-02,2027-02-26,Expired
POL-39EFC600,CUST-39FF7DCD,Rabbani Baseer,69553-5439141-4,Ghotki,+923286761933,Personal Accident,AhsanTechCoding,214501,8636,2023-08-19,2026-12-03,Expired
POL-557578A3,CUST-8FC11539,Tali Sabir,72453-7924094-5,Moro,+923398866329,Pet Insurance,TPL Insurance,375849,5803,2023-06-02,2025-06-29,Pending
POL-9B32C214,CUST-E5914DA5,Ghufran Baaree,99994-7038161-7,Sadiqabad,+923020405246,Key Person Insurance,Jubilee Insurance,877182,9960,2024-06-30,2025-10-26,Expired
POL-B3F6D466,CUST-99A5F93F,Zaahid Raaghib,85888-8959671-6,Mandi Sarwar,+923113937324,Directors & Officers Liability,U Microfinance Bank,642631,8350,2023-10-21,2025-08-15,Active
POL-C3D09CDF,CUST-5C870F02,Badr Udeen Babar,80025-4829567-4,Karak,+923075134138,Travel Medical,Asim Financial Assurance,942701,1447,2024-01-31,2026-03-09,Pending
POL-6877905A,CUST-DB03BD15,Maher Jabir,44853-7733438-1,Pind Dadan Khan,+923452647428,Life,Adamjee Insurance,197839,2571,2023-08-21,2026-10-05,Active
POL-1D56C18C,CUST-9C4C651B,Jalaal Jalaal,32713-3557452-2,Mailsi,+923100340077,Spoilage Insurance,Asim Financial Assurance,358468,9479,2023-08-02,2026-01-30,Active
POL-BCB6046B,CUST-77FC7DE0,Qaasim Rohaan,77039-2738654-8,Tando Adam,+923464115990,Auto,EFU Life,979891,3118,2023-09-16,2027-04-20,Active
POL-9B993FD7,CUST-0517220F,Darain Basaam,69346-9515511-1,Shahdadkot,+923171641362,Pet Insurance,U Microfinance Bank,866039,9889,2024-09-24,2026-03-20,Expired
POL-2A8B5850,CUST-C0F573AA,Vahar Maalik,44403-7075420-4,Kambar,+923007265586,Key Person Insurance,EFU Life,600515,7141,2024-12-19,2026-08-18,Expired
POL-BA692AA8,CUST-CD947450,Zahaar Taheem,14751-4665075-4,Gawadar,+923415646680,Auto,U Microfinance Bank,509338,2997,2024-01-05,2027-05-08,Active
POL-6DB0DD77,CUST-C1D18A34,Qurban Mourib,39666-8085310-2,Nawabshah,+923152331269,Business Liability,AhsanTechCoding,771453,4442,2024-10-31,2026-10-07,Expired
POL-B834EBC3,CUST-99B52FF1,Majd Udeen Jaabir,16090-8182060-3,South Waziristan,+923248035364,Workers Compensation,Adamjee Insurance,563583,6786,2024-08-24,2026-11-12,Expired
POL-0331CE7D,CUST-403E2B7C,Taj Ubaid,16723-7563285-7,Kamalia,+923439453579,Tenant Insurance,EFU Life,381250,8410,2024-07-06,2025-10-08,Active
POL-DB3ADD5E,CUST-00D48A47,Danish Damurah,89076-2018663-4,Fateh Jang,+923093000586,Pet Insurance,AhsanTechCoding,413870,5084,2024-12-14,2026-02-08,Expired
POL-C81B7D82,CUST-F2C6FDD1,Najam Najeeb,41893-7703406-1,Tando Adam,+923136696404,Critical Illness,EFU Life,468477,8044,2025-01-03,2027-02-23,Expired
POL-F0776ABB,CUST-210592AF,Emran Man,26634-4918709-9,Kamoke,+923446251617,Gap Insurance,TPL Insurance,993206,6989,2023-12-24,2027-04-09,Pending
POL-C6ECA6AB,CUST-77FD7876,Qaadir Lut,20061-3534792-2,Muzaffargarh,+923199455725,Marine Cargo,EFU Life,576556,4867,2024-10-08,2027-03-21,Active
POL-2E86B200,CUST-E2F90D2B,Rabbani Baasit,71424-1994265-2,Tharparkar,+923481120689,Pet Insurance,AhsanTechCoding,979238,1783,2024-02-29,2025-08-04,Pending
POL-5BEB4A49,CUST-4F0C3ABB,Kawthar Tadeen,97138-4047783-1,Pishin,+923307309547,Surety Bonds,Asim Financial Assurance,935380,4901,2024-07-15,2026-04-02,Active
POL-90E56591,CUST-458DAAAA,Taha Umar,53820-9194739-2,Jhang,+923061799476,Tenant Insurance,Adamjee Insurance,428170,5050,2024-10-11,2025-07-14,Active
POL-3B3E871D,CUST-CEA0712E,Daanish Zahur,31257-5196459-8,Pishin,+923100378177,Earthquake Insurance,EFU Life,695026,7375,2024-12-13,2026-09-26,Active
POL-CDA8A222,CUST-D3CCE748,Yaseen Awamil,30393-4545509-4,Rajanpur,+923449934539,Flood Insurance,AhsanTechCoding,525998,3564,2024-03-03,2025-10-28,Expired
POL-3B9CEBA6,CUST-B6D6BD35,Yergha Omran,56285-7081464-1,Sanghar,+923395955068,Cyber Liability,EFU Life,527045,4743,2025-02-03,2026-08-10,Active
POL-B53514B4,CUST-8DF911EB,Mahdi Saajid,45175-7183329-2,Mian Channu,+923458147585,Mortgage Insurance,Adamjee Insurance,635997,5071,2023-09-08,2027-05-12,Expired
POL-92A62FB2,CUST-5EF8DFAA,Zuwayhir Man,68345-1109776-1,Matiari,+923038681019,Surety Bonds,Adamjee Insurance,698689,4338,2024-01-09,2026-02-13,Expired
POL-1C325C02,CUST-13F996BB,Tahaw-wur Wadi,55877-2282197-9,Chiniot,+923092561867,Surety Bonds,TPL Insurance,621081,5183,2024-10-03,2026-08-24,Expired
POL-D2E16EDB,CUST-C93273EA,Qaseem Tahawwur,89338-9093464-7,Badin,+923088330225,Health,Jubilee Insurance,458234,9658,2025-03-20,2026-09-10,Expired
POL-6809EDD9,CUST-A79C7779,Yaaseen Zahri,97460-8564442-5,Dadu,+923405661800,Vision Insurance,U Microfinance Bank,622891,9810,2024-02-08,2026-09-27,Pending
POL-5C1F3F4A,CUST-B56DAA9F,Taanish Kachela,59860-8323145-3,Kambar,+923445798793,Gap Insurance,Asim Financial Assurance,196857,8655,2024-12-20,2026-08-17,Active
POL-B0BAAE40,CUST-FFF9D7D9,Rabah Rafay,27938-6965817-2,Rahim Yar Khan,+923224754096,Earthquake Insurance,EFU Life,412301,1808,2023-06-04,2026-09-10,Pending
POL-1963BD0A,CUST-4430512E,Gulfam Aasim,53265-3696680-4,Sujawal,+923191920517,Credit Life,U Microfinance Bank,380597,4385,2025-02-18,2026-07-08,Expired
POL-B94C0F24,CUST-9AF5224F,Zaheer Madiyan,66252-4460675-2,Jacobabad,+923155489294,Kidnap & Ransom,AhsanTechCoding,574883,7040,2023-06-07,2026-04-18,Active
POL-21D9B61C,CUST-4398D658,Aaaqil Ayyubi,53828-6963438-3,Mirpur,+923386909240,Medical Malpractice,Adamjee Insurance,637663,3625,2023-12-07,2025-08-22,Expired
POL-86410003,CUST-A4F2BA06,Radhee Mahbub,39786-1768798-6,Kamoke,+923238544621,Commercial Property,TPL Insurance,314948,2187,2024-06-10,2025-08-28,Pending
POL-51175FA9,CUST-2AB3BF9F,Tajammul Aariz,16607-2844847-9,Hyderabad,+923327921502,Credit Life,U Microfinance Bank,176480,3454,2024-11-02,2026-03-03,Active
POL-4090098E,CUST-2306E3F6,Bizhan Zaakir,76245-6510636-5,Pishin,+923291714341,Tenant Insurance,Jubilee Insurance,725519,6039,2025-03-02,2027-01-27,Pending
POL-2EAF611F,CUST-39B7D413,Qutaybah Rabb,29684-2201917-3,Nowshera Virkan,+923357483082,Trade Credit Insurance,Asim Financial Assurance,449723,8193,2024-03-09,2027-01-30,Expired
POL-9C7D406D,CUST-CB72BD1B,Raid Zahrun,48365-7731818-3,Sadiqabad,+923309477875,Motorcycle,U Microfinance Bank,547348,3720,2025-05-12,2026-02-28,Pending
POL-CB43A3D6,CUST-3A225B55,Taaj Zahrun,24975-7235882-7,Hafizabad,+923164847244,Directors & Officers Liability,U Microfinance Bank,173180,9880,2024-02-24,2026-07-20,Expired
POL-F9359818,CUST-AB6E4699,Madiyan Rabee,19034-4860070-3,Hala,+923164895672,Home,EFU Life,655295,8375,2025-04-08,2026-02-23,Pending
POL-90F835CC,CUST-E88C6276,Ghutayf Baasim,12674-1792543-4,Kohlu,+923198688116,Crop Insurance,AhsanTechCoding,718957,3121,2024-06-20,2026-07-03,Active
POL-0B6CCA9A,CUST-0F1A6E8F,Dabir Aamir,34881-2553012-2,Sargodha,+923450468187,Legal Expense Insurance,AhsanTechCoding,205428,4277,2023-06-05,2026-03-13,Pending
POL-208448D8,CUST-BBE9D89F,Sairah Gulfam,73867-8116720-6,Bannu,+923235725321,Medical Malpractice,U Microfinance Bank,459856,5884,2024-08-18,2027-04-01,Active
POL-C43A8D14,CUST-41E901A3,Ubaidah Sabeeh,90596-6330485-9,Kallar Kahar,+923191215601,Boat Insurance,U Microfinance Bank,222590,8652,2023-10-13,2025-07-30,Expired
POL-7573A6FA,CUST-A7D588DB,Danish Zaafir,83515-8180180-1,Ormara,+923156990142,Hospital Cash,Jubilee Insurance,995216,8099,2025-05-08,2027-05-15,Pending
POL-EEB5B07B,CUST-879424A4,Ibaad Mahfuz,36071-1190256-7,Shahdadkot,+923160742390,Life,Asim Financial Assurance,554459,9870,2025-03-20,2025-08-02,Active
POL-5D222584,CUST-D4EB45C7,Rabee Jalaal,77578-7700621-3,Kashmore,+923419075657,Surety Bonds,Asim Financial Assurance,999025,3400,2024-04-21,2026-10-10,Expired
POL-38AB99BF,CUST-8B8DB4FF,Raid Qadeer,97549-5933734-4,Mandi Sarwar,+923286158600,Income Protection,Asim Financial Assurance,492942,2318,2024-12-29,2025-09-22,Active
POL-FE076CE4,CUST-E9BE0339,Maajid Aryan,40752-3600677-5,Tank,+923045877056,Marine Cargo,Adamjee Insurance,145315,5479,2023-11-17,2026-02-26,Pending
POL-E33EB6B9,CUST-934AB36C,Taahir Zaafir,49206-2031470-9,Dera Bugti,+923012504034,Mobile Phone Insurance,Asim Financial Assurance,166467,2811,2023-11-04,2026-12-03,Pending
POL-0366EC4C,CUST-4B5912F1,Rafi Saafir,43829-1694261-8,Kallar Kahar,+923034889074,Critical Illness,U Microfinance Bank,415488,5455,2023-06-13,2027-05-24,Pending
POL-8EE4955F,CUST-8C6542A9,Iftikhaar Rabiah,95515-6748459-3,Chak Jhumra,+923121668011,Workers Compensation,TPL Insurance,174721,5283,2024-04-10,2027-03-21,Active
POL-6BF5BBEA,CUST-C9E8FEAB,Mahdee Sadaqat,19685-3338846-2,Mandi Bahauddin,+923211616754,Event Cancellation,Adamjee Insurance,497578,1099,2025-02-05,2025-06-27,Pending
POL-0EEB76DB,CUST-F17F07D4,Ghazzal Zafrul,46460-8928017-7,Sialkot,+923429510301,Travel,U Microfinance Bank,558785,5525,2024-11-10,2026-12-26,Expired
POL-2A24AB1C,CUST-2275ABE7,Basil Darain,29940-3293229-7,Dera Bugti,+923181073847,Surety Bonds,TPL Insurance,809309,3186,2023-07-12,2025-07-16,Expired
POL-BE258AAC,CUST-7786CF1F,Kazim Tamanna,71810-9939886-8,Lower Dir,+923378218557,Professional Indemnity,U Microfinance Bank,215998,9893,2023-10-10,2026-05-19,Pending
POL-22B02BA3,CUST-AF6E601C,Omair Mahfuz,41864-8199942-3,Quetta,+923048235659,Earthquake Insurance,AhsanTechCoding,228401,6928,2023-07-10,2026-07-19,Active
POL-E7A6026C,CUST-A2541A42,Zerdad Aryan,71469-5590968-4,Gawadar,+923376937192,Medical Malpractice,TPL Insurance,313306,7342,2024-10-29,2025-09-15,Pending
POL-389B077A,CUST-4C392734,Najeeb Bashaar,95665-8468840-9,Chak Jhumra,+923102371059,Gap Insurance,Adamjee Insurance,883928,1577,2025-01-15,2027-02-13,Pending
POL-7315F52A,CUST-119A8369,Souma Raashid,54380-8097839-8,Chaman,+923213173697,Spoilage Insurance,U Microfinance Bank,153431,6911,2024-01-19,2025-06-08,Pending
POL-34DC9EA0,CUST-AB1D0F1A,Maawiya Saalim,57467-8277711-5,Ubauro,+923116718409,Identity Theft Insurance,U Microfinance Bank,482726,3998,2024-07-02,2026-01-20,Pending
POL-9CF9564B,CUST-729C93A2,Ikrimah Taaj,67236-8638665-8,Skardu,+923002073879,Life,AhsanTechCoding,560941,6708,2024-11-04,2026-07-15,Active
POL-F85B2EF5,CUST-C823305C,Rabah Kaamil,68053-9980193-3,Haripur,+923018005541,Motorcycle,EFU Life,124939,4418,2025-01-16,2025-10-31,Active
POL-5AAFB557,CUST-9DB355EE,Mahfooz Basaam,40696-9899328-9,Sargodha,+923311689579,Vision Insurance,Adamjee Insurance,245048,9150,2025-04-12,2026-04-05,Expired
POL-735D6874,CUST-F8B90235,Faizan Aasif,17247-5365073-4,Hangu,+923232490580,Group Health Insurance,AhsanTechCoding,237247,5618,2025-02-14,2025-11-03,Active
POL-07B39C7E,CUST-80196681,Ubaidah Man,12456-2472949-8,Hala,+923026052387,Private Medical Insurance,EFU Life,830840,8937,2023-11-10,2026-03-14,Active
POL-2184046D,CUST-6E81BC6D,Yahyaa Jahdami,64397-4654191-6,Dera Murad Jamali,+923009991626,Life,TPL Insurance,288814,9007,2024-07-17,2025-08-24,Expired
POL-758BB829,CUST-53462152,Baqir Esfandyar,57276-3373790-6,Tando Adam,+923457216211,Tenant Insurance,Asim Financial Assurance,153122,1268,2025-03-03,2025-11-24,Active
